wrong_name;official_name
Sega CD Official;Sega CD
segacd;Sega CD
Sega CD;Sega CD
Sega - CD;Sega CD
'''Sega Chihiro''';Sega Chihiro
chihiro;Sega Chihiro
Sega Chihiro;Sega Chihiro
Sega - Chihiro;Sega Chihiro
'''Sega Dreamcast''';Sega Dreamcast
dc;Sega Dreamcast
DC;Sega Dreamcast
Sega - Dreamcast;Sega Dreamcast
Chankast;Sega Dreamcast
dream;Sega Dreamcast
Dream;Sega Dreamcast
dream cast;Sega Dreamcast
Dream_cast;Sega Dreamcast
dreamcast;Sega Dreamcast
Dreamcast;Sega Dreamcast
Dreamcast Official;Sega Dreamcast
Reicast;Sega Dreamcast
dc;Sega Dreamcast
Sega Dream_cast;Sega Dreamcast
sega dream_cast;Sega Dreamcast
Sega Dreamcast;Sega Dreamcast
sega dreamcast;Sega Dreamcast
Sega_Dream_cast;Sega Dreamcast
Sega_Dreamcast;Sega Dreamcast
gd-rom;Sega Dreamcast
naomi gd-rom;Sega Dreamcast
'''Sega Game Gear''';Sega Game Gear
Sega - Game Gear;Sega Game Gear
game gear;Sega Game Gear
Game Gear Official;Sega Game Gear
gamegear;Sega Game Gear
Sega Game Gear;Sega Game Gear
Sega GG;Sega Game Gear
gg;Sega Game Gear
Sega - Game - Gear;Sega Game Gear
'''Sega Genesis''';Sega Genesis
Sega - Mega Drive - Genesis;Sega Genesis
Sega - Genesis;Sega Genesis
genesis;Sega Genesis
Genesis Official;Sega Genesis
gens;Sega Genesis
Sega Genesis;Sega Genesis
Sega GeNintendo Entertainment Systemis;Sega Genesis
'''Sega Hikaru''';Sega Hikaru
hikaru;Sega Hikaru
Sega Hikaru;Sega Hikaru
Sega - Hikaru;Sega Hikaru
Sega Mark III;Sega Mark III
Sega - Mark III;Sega Mark III
Sega - Mark - III;Sega Mark III
'''Sega Master System''';Sega Master System
Sega - Master System - Mark III;Sega Master System
Sega - Master System;Sega Master System
master;Sega Master System
Master System;Sega Master System
mastersystem;Sega Master System
MS;Sega Master System
Sega Master System;Sega Master System
Sega Master System Official;Sega Master System
Sega MS;Sega Master System
sms;Sega Master System
SMS;Sega Master System
SMS Plus GX;Sega Master System
Sega - Master - System;Sega Master System
Sega – Master System;Sega Master System
'''Sega Master System Brazil Games Translated''';Sega Master System Brazil Games Translated
masterbr;Sega Master System Brazil Games Translated
mastersystembr;Sega Master System Brazil Games Translated
Sega Master System Brazil Games Translated;Sega Master System Brazil Games Translated
smsbr;Sega Master System Brazil Games Translated
Sega – Master System - Brazil - Games - Translated;Sega Master System Brazil Games Translated
Sega - Master - System - Brazil - Games - Translated;Sega Master System Brazil Games Translated
Sega Master System Pt-Br;Sega Master System Brazil Games Translated
'''Sega Master System Hacks''';Sega Master System Hacks
masterh;Sega Master System Hacks
mastersystemh;Sega Master System Hacks
Sega Master System Hacks;Sega Master System Hacks
smsh;Sega Master System Hacks
Sega – Master System - Hacks;Sega Master System Hacks
Sega - Master - System - Hacks;Sega Master System Hacks
'''Sega Master System TecToy''';Sega Master System TecToy
Master System (TecToy);Sega Master System TecToy
Master System TecToy;Sega Master System TecToy
Sega Master System TecToy;Sega Master System TecToy
SMS (TecToy);Sega Master System TecToy
SMS TecToy;Sega Master System TecToy
tectoy;Sega Master System TecToy
Sega - Master - System - TecToy;Sega Master System TecToy
Sega – Master System - TecToy;Sega Master System TecToy
Sega - Mega-CD;Sega Mega CD
Sega - Mega CD;Sega Mega CD
MD CD;Sega Mega CD
MDCD;Sega Mega CD
Sega MD CD;Sega Mega CD
Sega MDCD;Sega Mega CD
Sega Mega-CD;Sega Mega CD
smdcd;Sega Mega CD
Sega - Mega - CD;Sega Mega CD
Sega – Mega CD;Sega Mega CD
Sega - Mega Drive;Sega Mega Drive
'''Sega Mega Drive''';Sega Mega Drive
MD;Sega Mega Drive
md;Sega Mega Drive
megadrive;Sega Mega Drive
MEGADRIVE;Sega Mega Drive
Sega MD;Sega Mega Drive
Sega Mega Drive;Sega Mega Drive
Sega - Mega - Drive;Sega Mega Drive
Sega – Mega Drive;Sega Mega Drive
'''Sega Mega Drive Brazil Games Translated''';Sega Mega Drive Brazil Games Translated
megadrivebr;Sega Mega Drive Brazil Games Translated
Sega Mega Drive Brazil Games Translated;Sega Mega Drive Brazil Games Translated
Sega - Mega - Drive - Brazil - Games - Translated;Sega Mega Drive Brazil Games Translated
Sega – Mega Drive - Brazil - Games - Translated;Sega Mega Drive Brazil Games Translated
'''Sega Mega Drive Hacks''';Sega Mega Drive Hacks
genh;Sega Mega Drive Hacks
megadriveh;Sega Mega Drive Hacks
Sega Mega Drive Hacks;Sega Mega Drive Hacks
System Hacks - Genesis;Sega Mega Drive Hacks
Sega - Mega - Drive - Hacks;Sega Mega Drive Hacks
Sega – Mega Drive - Hacks;Sega Mega Drive Hacks
'''Sega Mega Drive Homebrew''';Sega Mega Drive Homebrew
Sega Mega Drive Homebrew;Sega Mega Drive Homebrew
System Homebrew - Genesis;Sega Mega Drive Homebrew
Sega - Mega - Drive - Homebrew;Sega Mega Drive Homebrew
'''Sega Mega Drive Japan''';Sega Mega Drive Japan
megadrive-japan;Sega Mega Drive Japan
megadrivej;Sega Mega Drive Japan
megadriveji;Sega Mega Drive Japan
Sega Mega Drive Japan;Sega Mega Drive Japan
Sega - Mega - Drive - Japan;Sega Mega Drive Japan
Sega Model 1;Sega Model 1
Sega - Model - 1;Sega Model 1
Sega – Model 1;Sega Model 1
'''Sega Model 2''';Sega Model 2
Sega - Model 2;Sega Model 2
Model 2 Official;Sega Model 2
model2;Sega Model 2
Sega Model 2;Sega Model 2
Sega - Model - 2;Sega Model 2
'''Sega Model 3''';Sega Model 3
Sega Model 3;Sega Model 3
Sega - Model 3;Sega Model 3
Model 3 Official;Sega Model 3
MODEL2;Sega Model 3
model3;Sega Model 3
Sega Model 3;Sega Model 3
Sega – Model 3;Sega Model 3
Sega - Model - 3;Sega Model 3
'''Sega Naomi''';Sega Naomi
Sega Naomi_v1;Sega Naomi
Sega - NAOMI;Sega Naomi
naomi;Sega Naomi
Naomi Official;Sega Naomi
Sega Naomi;Sega Naomi
Sega - Naomi;Sega Naomi
Sega - PICO;Sega PICO
Sega Ringedge;Sega Ringedge
Sega RinNintendo Game & Watchide;Sega Ringedge
Sega - Ringedge;Sega Ringedge
'''Sega Saturn''';Sega Saturn
Sega - Saturn;Sega Saturn
Beetle Saturn;Sega Saturn
saturn;Sega Saturn
Saturn Official;Sega Saturn
Sega Saturn;Sega Saturn
ss;Sega Saturn
Ss;Sega Saturn
SS;Sega Saturn
Yabause;Sega Saturn
'''Sega SC-3000''';Sega SC-3000
sc-3000;Sega SC-3000
Sega SC-3000;Sega SC-3000
Sega - SC-3000;Sega SC-3000
'''Sega SG-1000''';Sega SG-1000
Sega SG-1000;Sega SG-1000
Sega SG-1000 Official;Sega SG-1000
sg-1000;Sega SG-1000
SG-1000;Sega SG-1000
sg1000;Sega SG-1000
Sega - SG-1000;Sega SG-1000
Sega ST-V;Sega ST-V
Sega - ST-V;Sega ST-V
Sega System 16;Sega System 16
Sega - System - 16;Sega System 16
Sega – System 16;Sega System 16
Sega System 24;Sega System 24
Sega - System - 24;Sega System 24
Sega – System 24;Sega System 24
'''Sega Triforce''';Sega Triforce
Triforce;Sega Triforce
Mario Kart Arcade GP Triforce Official;Sega Triforce
Sega Triforce;Sega Triforce
triforce;Sega Triforce
Sega - Triforce;Sega Triforce
Sega VMU;Sega VMU
Sega - VMU;Sega VMU
Sega X Board;Sega X Board
Sega - X - Board;Sega X Board
Sega Y Board;Sega Y Board
Sega - Y - Board;Sega Y Board
'''Sharp X1''';Sharp X1
Sharp X1;Sharp X1
x1;Sharp X1
Sharp - X1;Sharp X1
'''Sharp X68000''';Sharp X68000
Sharp - X68000;Sharp X68000
Sharp X68000;Sharp X68000
x68000;Sharp X68000
X68000 Official;Sharp X68000
'''Sinclair ZX Spectrum''';Sinclair ZX Spectrum
Sinclair ZX Spectrum;Sinclair ZX Spectrum
Spectrum Official;Sinclair ZX Spectrum
Sinclair - ZX Spectrum +3;Sinclair ZX Spectrum
ZX Spectrum +3;Sinclair ZX Spectrum
t81;Sinclair ZX Spectrum
tzx;Sinclair ZX Spectrum
ZX Spectrum;Sinclair ZX Spectrum
zxspectrum;Sinclair ZX Spectrum
Sinclair - ZX - Spectrum;Sinclair ZX Spectrum
'''Sinclair ZX81''';Sinclair ZX81
Sinclair ZX81;Sinclair ZX81
zx81;Sinclair ZX81
ZX81;Sinclair ZX81
Sinclair - ZX81;Sinclair ZX81
- Sub ? SNK Neo Geo AES;SNK Neo Geo AES
-Sub-SNK Neo Geo AES;SNK Neo Geo AES
'''- Sub ? SNK Neo Geo AES''';SNK Neo Geo AES
'''SNK Neo Geo MVS'' AES';SNK Neo Geo AES
Neo-Geo;SNK Neo Geo AES
neogeo;SNK Neo Geo AES
- SubSystems - SNK Neo Geo AES;SNK Neo Geo AES
neogeo aes;SNK Neo Geo AES
'''SNK Neo Geo AES Hacks''';SNK Neo Geo AES Hacks
neogeoh;SNK Neo Geo AES Hacks
SNK Neo Geo AES Hacks;SNK Neo Geo AES Hacks
SNK – Neo Geo AES - Hacks;SNK Neo Geo AES Hacks
SNK – Neo Geo AES Hacks;SNK Neo Geo AES Hacks
SNK - Neo - Geo - AES - Hacks;SNK Neo Geo AES Hacks
'''SNK Neo Geo CD''';SNK Neo Geo CD
SNK - Neo Geo CD;SNK Neo Geo CD
'''SNK Neo Geo MVS'' CD';SNK Neo Geo CD
'''SNK Neo Geo MVS'' MVS MVS MVS CD';SNK Neo Geo CD
neogeocd;SNK Neo Geo CD
SNK Neo Geo CD;SNK Neo Geo CD
SNK Neo Geo MVS MVS MVS MVS MVS CD;SNK Neo Geo CD
SNK – Neo Geo - CD;SNK Neo Geo CD
SNK – Neo Geo CD;SNK Neo Geo CD
SNK – NeoGeo - CD;SNK Neo Geo CD
SNK – NeoGeoCD;SNK Neo Geo CD
SNK - Neo - Geo - CD;SNK Neo Geo CD
'''SNK Neo Geo Hack''';SNK Neo Geo Hack
SNK Neo Geo Hack;SNK Neo Geo Hack
SNK – Neo Geo - Hack;SNK Neo Geo Hack
SNK – Neo Geo Hack;SNK Neo Geo Hack
'''SNK Neo Geo MVS'' Pocket';SNK Neo Geo Pocket
SNK - Neo Geo Pocket;SNK Neo Geo Pocket
'''SNK Neo Geo Pocket''';SNK Neo Geo Pocket
Neo Geo Pocket;SNK Neo Geo Pocket
ngpc;SNK Neo Geo Pocket
SNK Neo Geo Pocket;SNK Neo Geo Pocket
SNK – Neo Geo - Pocket;SNK Neo Geo Pocket
SNK – Neo Geo Pocket;SNK Neo Geo Pocket
SNK - Neo - Geo - Pocket;SNK Neo Geo Pocket
'''SNK Neo Geo MVS'' MVS MVS MVS Pocket Color';SNK Neo Geo Pocket Color
'''SNK Neo Geo MVS'' Pocket Color';SNK Neo Geo Pocket Color
SNK - Neo Geo Pocket Color;SNK Neo Geo Pocket Color
'''SNK Neo Geo Pocket Color''';SNK Neo Geo Pocket Color
Neo Geo Pocket Color;SNK Neo Geo Pocket Color
ngp;SNK Neo Geo Pocket Color
SNK Neo Geo MVS MVS MVS MVS MVS Pocket Color;SNK Neo Geo Pocket Color
SNK Neo Geo Pocket Color;SNK Neo Geo Pocket Color
SNK – Neo Geo Pocket - Color;SNK Neo Geo Pocket Color
SNK – Neo Geo – Pocket Color;SNK Neo Geo Pocket Color
SNK - Neo - Geo - Pocket - Color;SNK Neo Geo Pocket Color
'''Sony PlayStation''';Sony PlayStation
Sony PlayStation 1;Sony PlayStation
Beetle PSX;Sony PlayStation
Beetle PSX HW;Sony PlayStation
ePSXe;Sony PlayStation
PCSX ReARMed;Sony PlayStation
Play 1;Sony PlayStation
Play_1;Sony PlayStation
Play1;Sony PlayStation
PlayStation;Sony PlayStation
PLAYSTATION;Sony PlayStation
playStation;Sony PlayStation
PlayStation 1;Sony PlayStation
PlayStation 1 Official;Sony PlayStation
Playstation1;Sony PlayStation
PlayX;Sony PlayStation
ps1;Sony PlayStation
PS1;Sony PlayStation
psx;Sony PlayStation
PSX;Sony PlayStation
Sony Play1;Sony PlayStation
Sony PlayStation;Sony PlayStation
Sony - Playstation;Sony PlayStation
Sony - PlayStation;Sony PlayStation
DuckStation;Sony PlayStation
duckstation-windows-x64-release;Sony PlayStation
duckstation;Sony PlayStation
'''Sony PlayStation 2''';Sony PlayStation 2
Sony - Playstation 2;Sony PlayStation 2
PCSX2;Sony PlayStation 2
Play_2;Sony PlayStation 2
Play2;Sony PlayStation 2
PlayStation 2 Official;Sony PlayStation 2
PlayX;Sony PlayStation 2
ps2;Sony PlayStation 2
PS2;Sony PlayStation 2
Sony Play2;Sony PlayStation 2
Sony PlayStation 2;Sony PlayStation 2
Sony – PlayStation 2;Sony PlayStation 2
Sony - PlayStation - 2;Sony PlayStation 2
PCSX2;Sony PlayStation 2
pcsx2-v1.6.0-windows-32bit-portable;Sony PlayStation 2
pcsx2-v1.6.0-windows-64bit-portable;Sony PlayStation 2
'''Sony PlayStation 2 Brazil Games Translated''';Sony PlayStation 2 Brazil Games Translated
ps2br;Sony PlayStation 2 Brazil Games Translated
Sony PlayStation 2 Brazil Games Translated;Sony PlayStation 2 Brazil Games Translated
Sony – PlayStation 2 - Brazil - Games - Translated;Sony PlayStation 2 Brazil Games Translated
Sony - PlayStation - 2 - Brazil - Games - Translated;Sony PlayStation 2 Brazil Games Translated
Sony – PlayStation 2 Brazil - Games - Translated;Sony PlayStation 2 Brazil Games Translated
'''Sony PlayStation 3''';Sony PlayStation 3
Sony - Playstation 3;Sony PlayStation 3
PlayStation 3 Official;Sony PlayStation 3
ps3;Sony PlayStation 3
PS3;Sony PlayStation 3
Sony PlayStation 3;Sony PlayStation 3
Sony - PlayStation - 3;Sony PlayStation 3
Sony – PlayStation 3;Sony PlayStation 3
rpcs3;Sony PlayStation 3
rpcs3-v0.0.22-13539-0786a0a0_win64;Sony PlayStation 3
Sony PlayStation 4;Sony PlayStation 4
Sony - PlayStation - 4;Sony PlayStation 4
'''Sony PlayStation Brazil Games Translated''';Sony PlayStation Brazil Games Translated
psxbr;Sony PlayStation Brazil Games Translated
Sony PlayStation Brazil Games Translated;Sony PlayStation Brazil Games Translated
Sony - PlayStation - Brazil - Games - Translated;Sony PlayStation Brazil Games Translated
'''Sony PlayStation Minis''';Sony PlayStation Minis
pspmini;Sony PlayStation Minis
pspminis;Sony PlayStation Minis
Sony PlayStation Minis;Sony PlayStation Minis
Sony – PlayStation Minis;Sony PlayStation Minis
Sony - PlayStation - Minis;Sony PlayStation Minis
'''Sony PlayStation Portable''';Sony PlayStation Portable
Sony - Playstation Portable;Sony PlayStation Portable
PlayStation Portable Official;Sony PlayStation Portable
psp;Sony PlayStation Portable
PSP;Sony PlayStation Portable
PSP Remote Play;Sony PlayStation Portable
Sony PlayStation Portable;Sony PlayStation Portable
Sony PSP;Sony PlayStation Portable
Sony - PlayStation - Portable;Sony PlayStation Portable
Sony – PlayStation Portable;Sony PlayStation Portable
PPSSPP;Sony PlayStation Portable
ppsspp_win;Sony PlayStation Portable
Sony PlayStation Vita;Sony PlayStation Vita
Sony - Playstation Vita;Sony PlayStation Vita
Sony – PlayStation Vita;Sony PlayStation Vita
Vita3K;Sony PlayStation Vita
Sony PocketStation;Sony PocketStation
Sony - PocketStation;Sony PocketStation
Sord - M5;Sord M5
'''Spectravideo''';Spectravideo
spectravideo;Spectravideo
Spectravideo;Spectravideo
'''Steam''';Steam
Steam;Steam
Valve Steam;Steam
'''Super Nintendo Entertainment System''';Super Nintendo Entertainment System
Nintendo - Super Nintendo Entertainment System;Super Nintendo Entertainment System
bsnes C++98 v0.85;Super Nintendo Entertainment System
bsnes Performance;Super Nintendo Entertainment System
bsnes-mercury Accuracy;Super Nintendo Entertainment System
bsnes-mercury Balanced;Super Nintendo Entertainment System
bsnes-mercury Performance;Super Nintendo Entertainment System
snes;Super Nintendo Entertainment System
SNES;Super Nintendo Entertainment System
Snes 9X;Super Nintendo Entertainment System
snes9x 2005;Super Nintendo Entertainment System
snes9x 2010;Super Nintendo Entertainment System
Super Nintendo Entertainment System;Super Nintendo Entertainment System
Super Nintendo Official;Super Nintendo Entertainment System
SUPERNES;Super Nintendo Entertainment System
Nintendo – Super Nintendo Entertainment System;Super Nintendo Entertainment System
Super - Nintendo - Entertainment - System;Super Nintendo Entertainment System
'''Super Nintendo Entertainment System Brazil Games Translated''';Super Nintendo Entertainment System Brazil Games Translated
snesbr;Super Nintendo Entertainment System Brazil Games Translated
Super Nintendo Entertainment System Brazil Games Translated;Super Nintendo Entertainment System Brazil Games Translated
Super - Nintendo - Entertainment - System - Brazil - Games - Translated;Super Nintendo Entertainment System Brazil Games Translated
'''Super Nintendo Entertainment System Hack''';Super Nintendo Entertainment System Hack
snesh;Super Nintendo Entertainment System Hack
sneshack;Super Nintendo Entertainment System Hack
Super - Nintendo - Entertainment - System - Hack;Super Nintendo Entertainment System Hack
'''Super Nintendo Entertainment System Hacks''';Super Nintendo Entertainment System Hacks
Super Nintendo Entertainment System Hacks;Super Nintendo Entertainment System Hacks
System Hacks - SNES;Super Nintendo Entertainment System Hacks
Super - Nintendo - Entertainment - System - Hacks;Super Nintendo Entertainment System Hacks
'''Super Nintendo Entertainment System Homebrew''';Super Nintendo Entertainment System Homebrew
Super Nintendo Entertainment System Homebrew;Super Nintendo Entertainment System Homebrew
System Homebrew - SNES;Super Nintendo Entertainment System Homebrew
Super - Nintendo - Entertainment - System - Homebrew;Super Nintendo Entertainment System Homebrew
'''Super Nintendo MSU-1''';Super Nintendo MSU-1
Nintendo SNES MSU-1;Super Nintendo MSU-1
snes-msu;Super Nintendo MSU-1
snescd;Super Nintendo MSU-1
snesmsu1;Super Nintendo MSU-1
Super Nintendo MSU-1;Super Nintendo MSU-1
Nintendo - Super Nintendo MSU-1;Super Nintendo MSU-1
Super - Nintendo - MSU-1;Super Nintendo MSU-1
Nintendo – Super - Nintendo - MSU-1;Super Nintendo MSU-1
Super Disc Entertainment System;Super Nintendo MSU-1
Taito Type X;Taito Type X
Taito - Type - X;Taito Type X
Taito - Taito Type X2;Taito Type X2
'''Tandy TRS-80''';Tandy TRS-80
Tandy TRS-80;Tandy TRS-80
tic80;Tandy TRS-80
to8;Tandy TRS-80
Tandy - TRS-80;Tandy TRS-80
'''TeknoParrot''';TeknoParrot
TeknoParrot;TeknoParrot
Teknoparrot Collection Metal Edition;TeknoParrot
'''Touhou Project''';Touhou Project
Touhou - Touhou;Touhou Project
TouHou Project;Touhou Project
Touhou - Project;Touhou Project
VTech CreatiVision;VTech CreatiVision
VTech - CreatiVision;VTech CreatiVision
Watara Supervision;Watara Supervision
Watara - SuperVision;Watara Supervision
Watara - Supervision;Watara Supervision
WoW Action Max;WoW Action Max
WoW - Action - Max;WoW Action Max
ZINC;ZINC
zinc;ZINC
Zinc;ZINC
ZINC3D;ZINC
atari-2600;Atari 2600
atari-5200;Atari 5200
atari-7800;Atari 7800
atari-lynx;Atari Lynx
atari-lynx;Atari Lynx
coin-op;Mame
computer;- Menu - Computers
gandw;Nintendo Game & Watch
mark3;Sega Mark III
neogeo-pocket;SNK Neo Geo Pocket
old-pc;- Menu - Computers Old
pbfx2;- Menu - Pinball
touhou;Touhou Project
tablet;Android
virtual-boy;Nintendo Virtual Boy
watara;Watara Supervision
3do-controller;3DO Interactive Multiplayer
3ds-controller;Nintendo 3DS
arcade-controller;Mame
atari-2600-controller;Atari 2600
atari-5200-controller;Atari 5200
atari-7800-controller;Atari 7800
atari-lynx-controller;Atari Lynx
c64-controller;Commodore 64
coin-op-controller;Mame
colecovision-controller;ColecoVision
computer-controller;- Menu - Computers
dreamcast-controller;Sega Dreamcast
ds-controller;Nintendo DS
famicom-controller;Nintendo Famicom
gameboy-controller;Nintendo Game Boy
gamegear-controller;Sega Game Gear
gandw-controller;Nintendo Game & Watch
gba-controller;Nintendo Game Boy Advance
gbc-controller;Nintendo Game Boy Color
gc-controller;Nintendo GameCube
genesis-controller;Sega Genesis
jaguar-controller;Atari Jaguar
mark3-controller;Sega Mark III
n64-controller;Nintendo 64
neogeo-controller;SNK Neo Geo AES
neogeo-pocket-controller;SNK Neo Geo Pocket
nes-controller;Nintendo Entertainment System
old-pc-controller;- Menu - Computers Old
pbfx2-controller;- Menu - Pinball
pcengine-controller;NEC PC Engine
ps1-controller;Sony PlayStation
ps2-controller;Sony PlayStation 2
ps3-controller;Sony PlayStation 3
psp-controller;Sony PlayStation Portable
satellaview-controller;Nintendo Satellaview
saturn-controller;Sega Saturn
sg-1000-controller;Sega SG-1000
sms-controller;Sega Master System
snes-controller;Super Nintendo Entertainment System
supergrafx-controller;NEC SuperGrafx
tablet-controller;Android
touhou-controller;Touhou Project
vectrex-controller;GCE Vectrex
virtual-boy-controller;Nintendo Virtual Boy
watara-controller;Watara Supervision
wii-controller;Nintendo Wii
wiiu-controller;Nintendo Wii U
windows-controller;PC Games
wonderswan-controller;Bandai WonderSwan
xbox360-controller;Microsoft Xbox 360
3do;3DO Interactive Multiplayer
3ds;Nintendo 3DS
arcade;Mame
atari-2600;Atari 2600
atari-5200;Atari 5200
atari-7800;Atari 7800
atari-lynx;Atari Lynx
c64;Commodore 64
coin-op;Mame
colecovision;ColecoVision
computer;- Menu - Computers
dreamcast;Sega Dreamcast
ds;Nintendo DS
famicom;Nintendo Famicom
gameboy;Nintendo Game Boy
gamegear;Sega Game Gear
gandw;Nintendo Game & Watch
gba;Nintendo Game Boy Advance
gbc;Nintendo Game Boy Color
gc;Nintendo GameCube
genesis;Sega Genesis
jaguar;Atari Jaguar
mark3;Sega Mark III
n64;Nintendo 64
neogeo;SNK Neo Geo AES
neogeo-pocket;SNK Neo Geo Pocket
nes;Nintendo Entertainment System
old-pc;- Menu - Computers Old
pbfx2;- Menu - Pinball
pcengine;NEC PC Engine
ps1;Sony PlayStation
ps2;Sony PlayStation 2
ps3;Sony PlayStation 3
psp;Sony PlayStation Portable
satellaview;Nintendo Satellaview
saturn;Sega Saturn
sg-1000;Sega SG-1000
sms;Sega Master System
snes;Super Nintendo Entertainment System
supergrafx;NEC SuperGrafx
tablet;Android
touhou;Touhou Project
vectrex;GCE Vectrex
virtual-boy;Nintendo Virtual Boy
watara;Watara Supervision
wii;Nintendo Wii
wiiu;Nintendo Wii U
windows;PC Games
wonderswan;Bandai WonderSwan
xbox360;Microsoft Xbox 360
19XX Collection;- Sub_Selection - 19XX Collection
Ace Combat Collection;- Sub_Selection - Ace Combat Collection
Afterburner Collection;- Sub_Selection - Afterburner Collection
Age of Empires Collection;- Sub_Selection - Age of Empires Collection
Alex Kidd Collection;- Sub_Selection - Alex Kidd Collection
Alien Breed Collection;- Sub_Selection - Alien Breed Collection
Alien Collection;- Sub_Selection - Alien Collection
Alone in the Dark Collection;- Sub_Selection - Alone in the Dark Collection
Animal Crossing Collection;- Sub_Selection - Animal Crossing Collection
