wrong_name;official_name
zxspectrum;Sinclair ZX Spectrum
'Sinclair ZX81';Sinclair ZX81
Sinclair ZX81;Sinclair ZX81
zx81;Sinclair ZX81
ZX81;Sinclair ZX81
'SNK Neo Geo AES Hacks';SNK Neo Geo AES Hacks
neogeoh;SNK Neo Geo AES Hacks
SNK Neo Geo AES Hacks;SNK Neo Geo AES Hacks
'SNK Neo Geo CD';SNK Neo Geo CD
SNK - Neo Geo CD;SNK Neo Geo CD
'SNK Neo Geo MVS' CD;SNK Neo Geo CD
'SNK Neo Geo MVS' MVS MVS MVS CD;SNK Neo Geo CD
neogeocd;SNK Neo Geo CD
SNK Neo Geo CD;SNK Neo Geo CD
SNK Neo Geo MVS MVS MVS MVS MVS CD;SNK Neo Geo CD
'SNK Neo Geo Hack';SNK Neo Geo Hack
SNK Neo Geo Hack;SNK Neo Geo Hack
'SNK Neo Geo MVS';- Sub_Systems - SNK Neo Geo MVS
SNK - Neo Geo MVS;- Sub_Systems - SNK Neo Geo MVS
'SNK Neo Geo MVS' MVS;- Sub_Systems - SNK Neo Geo MVS
'SNK Neo Geo MVS' MVS MVS MVS AES;- Sub_Systems - SNK Neo Geo MVS
9 Neo-Geo;- Sub_Systems - SNK Neo Geo MVS
snk;- Sub_Systems - SNK Neo Geo MVS
SNK Neo Geo;- Sub_Systems - SNK Neo Geo MVS
SNK Neo Geo MVS;- Sub_Systems - SNK Neo Geo MVS
SNK Neo Geo MVS MVS MVS MVS MVS AES;- Sub_Systems - SNK Neo Geo MVS
Capcom Home Arcade;- Sub_Systems - Capcom Classics
Capcom Classics;- Sub_Systems - Capcom Classics
'SNK Neo Geo MVS' Pocket;SNK Neo Geo Pocket
SNK - Neo Geo Pocket;SNK Neo Geo Pocket
'SNK Neo Geo Pocket';SNK Neo Geo Pocket
Neo Geo Pocket;SNK Neo Geo Pocket
ngpc;SNK Neo Geo Pocket
SNK Neo Geo Pocket;SNK Neo Geo Pocket
'SNK Neo Geo MVS' MVS MVS MVS Pocket Color;SNK Neo Geo Pocket Color
'SNK Neo Geo MVS' Pocket Color;SNK Neo Geo Pocket Color
SNK - Neo Geo Pocket Color;SNK Neo Geo Pocket Color
'SNK Neo Geo Pocket Color';SNK Neo Geo Pocket Color
Neo Geo Pocket Color;SNK Neo Geo Pocket Color
ngp;SNK Neo Geo Pocket Color
SNK Neo Geo MVS MVS MVS MVS MVS Pocket Color;SNK Neo Geo Pocket Color
SNK Neo Geo Pocket Color;SNK Neo Geo Pocket Color
'Sony PlayStation';Sony PlayStation
Sony PlayStation 1;Sony PlayStation
Beetle PSX;Sony PlayStation
Beetle PSX HW;Sony PlayStation
ePSXe;Sony PlayStation
PCSX ReARMed;Sony PlayStation
Play 1;Sony PlayStation
Play_1;Sony PlayStation
Play1;Sony PlayStation
PlayStation;Sony PlayStation
PLAYSTATION;Sony PlayStation
playStation;Sony PlayStation
PlayStation 1;Sony PlayStation
PlayStation 1 Official;Sony PlayStation
Playstation1;Sony PlayStation
PlayX;Sony PlayStation
ps1;Sony PlayStation
PS1;Sony PlayStation
psx;Sony PlayStation
PSX;Sony PlayStation
Sony Play1;Sony PlayStation
Sony PlayStation;Sony PlayStation
Sony - Playstation;Sony PlayStation
'Sony PlayStation 2';Sony PlayStation 2
Sony - Playstation 2;Sony PlayStation 2
PCSX2;Sony PlayStation 2
Play_2;Sony PlayStation 2
Play2;Sony PlayStation 2
PlayStation 2 Official;Sony PlayStation 2
PlayX;Sony PlayStation 2
ps2;Sony PlayStation 2
PS2;Sony PlayStation 2
Sony Play2;Sony PlayStation 2
Sony PlayStation 2;Sony PlayStation 2
'Sony PlayStation 2 Brazil Games Translated';Sony PlayStation 2 Brazil Games Translated
ps2br;Sony PlayStation 2 Brazil Games Translated
Sony PlayStation 2 Brazil Games Translated;Sony PlayStation 2 Brazil Games Translated
'Sony PlayStation 3';Sony PlayStation 3
Sony - Playstation 3;Sony PlayStation 3
PlayStation 3 Official;Sony PlayStation 3
ps3;Sony PlayStation 3
PS3;Sony PlayStation 3
Sony PlayStation 3;Sony PlayStation 3
Sony PlayStation 4;Sony PlayStation 4
'Sony PlayStation Brazil Games Translated';Sony PlayStation Brazil Games Translated
psxbr;Sony PlayStation Brazil Games Translated
Sony PlayStation Brazil Games Translated;Sony PlayStation Brazil Games Translated
'Sony PlayStation Minis';Sony PlayStation Minis
pspmini;Sony PlayStation Minis
pspminis;Sony PlayStation Minis
Sony PlayStation Minis;Sony PlayStation Minis
'Sony PlayStation Portable';Sony PlayStation Portable
Sony - Playstation Portable;Sony PlayStation Portable
PlayStation Portable Official;Sony PlayStation Portable
psp;Sony PlayStation Portable
PSP;Sony PlayStation Portable
PSP Remote Play;Sony PlayStation Portable
Sony PlayStation Portable;Sony PlayStation Portable
Sony PSP;Sony PlayStation Portable
Sony PlayStation Vita;Sony PlayStation Vita
Sony - Playstation Vita;Sony PlayStation Vita
Sony PocketStation;Sony PocketStation
'Spectravideo';Spectravideo
spectravideo;Spectravideo
'Steam';Steam
Steam;Steam
Valve Steam;Steam
'Super Nintendo Entertainment System';Super Nintendo Entertainment System
Nintendo - Super Nintendo Entertainment System;Super Nintendo Entertainment System
bsnes C++98 v0.85;Super Nintendo Entertainment System
bsnes Performance;Super Nintendo Entertainment System
bsnes-mercury Accuracy;Super Nintendo Entertainment System
bsnes-mercury Balanced;Super Nintendo Entertainment System
bsnes-mercury Performance;Super Nintendo Entertainment System
snes;Super Nintendo Entertainment System
SNES;Super Nintendo Entertainment System
Snes 9X;Super Nintendo Entertainment System
snes9x 2005;Super Nintendo Entertainment System
snes9x 2010;Super Nintendo Entertainment System
Super Nintendo Entertainment System;Super Nintendo Entertainment System
Super Nintendo Official;Super Nintendo Entertainment System
SUPERNES;Super Nintendo Entertainment System
'Super Nintendo Entertainment System Brazil Games Translated';Super Nintendo Entertainment System Brazil Games Translated
snesbr;Super Nintendo Entertainment System Brazil Games Translated
Super Nintendo Entertainment System Brazil Games Translated;Super Nintendo Entertainment System Brazil Games Translated
'Super Nintendo Entertainment System Hack';Super Nintendo Entertainment System Hack
snesh;Super Nintendo Entertainment System Hack
sneshack;Super Nintendo Entertainment System Hack
'Super Nintendo Entertainment System Hacks';Super Nintendo Entertainment System Hacks
Super Nintendo Entertainment System Hacks;Super Nintendo Entertainment System Hacks
System Hacks - SNES;Super Nintendo Entertainment System Hacks
'Super Nintendo Entertainment System Homebrew';Super Nintendo Entertainment System Homebrew
Super Nintendo Entertainment System Homebrew;Super Nintendo Entertainment System Homebrew
System Homebrew - SNES;Super Nintendo Entertainment System Homebrew
'Super Nintendo MSU-1';Super Nintendo MSU-1
Nintendo SNES MSU-1;Super Nintendo MSU-1
snes-msu;Super Nintendo MSU-1
snescd;Super Nintendo MSU-1
snesmsu1;Super Nintendo MSU-1
Super Nintendo MSU-1;Super Nintendo MSU-1
Taito Type X;Taito Type X
Taito - Taito Type X2;Taito Type X2
'Tandy TRS-80';Tandy TRS-80
Tandy TRS-80;Tandy TRS-80
tic80;Tandy TRS-80
to8;Tandy TRS-80
'TeknoParrot';TeknoParrot
TeknoParrot;TeknoParrot
Teknoparrot Collection Metal Edition;TeknoParrot
'Touhou Project';Touhou Project
Touhou - Touhou;Touhou Project
TouHou Project;Touhou Project
VTech CreatiVision;VTech CreatiVision
Watara Supervision;Watara Supervision
Watara - SuperVision;Watara Supervision
WoW Action Max;WoW Action Max
ZINC;ZINC
zinc;ZINC
Zinc;ZINC
ZINC3D;ZINC
Acorn - Archimedes;Acorn Archimedes
Acorn - Atom;Acorn Atom
Acorn - Electron;Acorn Electron
Acorn - BBC Micro;Acorn BBC Micro
Adobe - Flash;Adobe Flash 
Amstrad CPC;Amstrad – CPC
Amstrad GX4000;Amstrad – GX4000
Apple - II;Apple II
Apple - IIe;Apple IIe
Apple - IIGS;Apple IIGS
Apple - IOS;Apple IOS
Apple - Mac OS;Apple Mac OS
Atari – 2600;Atari 2600
Atari - 2600;Atari 2600
Atari - 5200;Atari 5200
Atari - 7800;Atari 7800
Atari - 800;Atari 800
Atari - Jaguar;Atari Jaguar
Atari - Jaguar - CD;Atari Jaguar CD
Atari - Jaguar CD;Atari Jaguar CD
Atari - Lynx;Atari Lynx
Atari - ST;Atari ST
Atari - STE;Atari STE
Atari - TT;Atari TT
Atari - XEGS;Atari XEGS
Bally - Astrocade;Bally Astrocade
Bandai - WonderSwan;Bandai WonderSwan
Bandai - WonderSwan - Color;Bandai WonderSwan Color
Bandai - Wonderswan - Color;Bandai Wonderswan Color
Commodore - 128;Commodore 128
Commodore - 16 - & - Plus4;Commodore 16 & Plus4
Commodore - 20;Commodore 20
Commodore - Amiga - 1200;Commodore Amiga 1200
Commodore - Amiga - 500;Commodore Amiga 500
Commodore - Amiga - 600;Commodore Amiga 600
Commodore - Amiga - CD32;Commodore Amiga CD32
Commodore - Amiga - CDTV;Commodore Amiga CDTV
Commodore - CDTV;Commodore CDTV
Commodore - PET;Commodore PET
Commodore - VIC-20;Commodore VIC-20
EG2000 - Colour - Genie;EG2000 Colour Genie
Emerson - Arcadia - 2001;Emerson Arcadia 2001
Entex - Adventure - Vision;Entex Adventure Vision
Fairchild - Channel - F;Fairchild Channel F
Fujitsu - FM - Towns;Fujitsu FM Towns
Fujitsu - FM-7;Fujitsu FM-7
Future - Pinball;Future Pinball
Memotech - MTX;Memotech MTX
GamePark - GP32;GamePark GP32
GCE - Vectrex;GCE Vectrex
Mattel - Aquarius;Mattel Aquarius
GOG.com;GOG.com
Interton - VC - 4000;Interton VC 4000
Interon - Interon VC 4000;Interton VC 4000
Java - Games;Java Games
Magnavox - Odyssey;Magnavox Odyssey
Magnavox - Odyssey - 2;Magnavox Odyssey 2
Magnavox - Odyssey2;Magnavox Odyssey2
Mame - Hack;Mame Hack
Mattel - Intellivision;Mattel Intellivision
MGT - Sam - Coupe;MGT Sam Coupe
MGT - Sam Coupe;MGT Sam Coupe
Microsoft - MS-DOS;Microsoft MS-DOS
Microsoft - MSX - Turbo-R;Microsoft MSX Turbo-R
Microsoft - MSX2;Microsoft MSX2
Microsoft - Xbox;Microsoft Xbox
Microsoft - Xbox - 360;Microsoft Xbox 360
Microsoft - Xbox - One;Microsoft Xbox One
Music - Player;Music Player
NEC - PC - Engine;NEC PC Engine
NEC - PC - Engine-CD;NEC PC Engine-CD
NEC - PC-8801;NEC PC-8801
NEC - PC-9801;NEC PC-9801
NEC - PC-FX;NEC PC-FX
NEC - SuperGrafx;NEC SuperGrafx
NEC - PC Engine SuperGrafx;NEC SuperGrafx
NEC - TurboGrafx-16;NEC TurboGrafx-16
NEC - Turbografx-CD;NEC Turbografx-CD
NEC - TurboGrafx-CD;NEC TurboGrafx-CD
NEC - TurboGrafx-Express;NEC TurboGrafx-Express
Nintendo - 3DS;Nintendo 3DS
Nintendo - 3DS - Brazil - Games - Translated;Nintendo 3DS Brazil Games Translated
Nintendo - 64;Nintendo 64
Nintendo - 64 - Brazil - Games - Translated;Nintendo 64 Brazil Games Translated
Nintendo - 64 - HD;Nintendo 64 HD
Nintendo - 64DD;Nintendo 64DD
Nintendo - DS;Nintendo DS
Nintendo - DS - Brazil - Games - Translated;Nintendo DS Brazil Games Translated
Nintendo - Entertainment - System;Nintendo Entertainment System
Nintendo - Entertainment - System - Brazil - Games - Translated;Nintendo Entertainment System Brazil Games Translated
Nintendo - Entertainment - System - Hacks;Nintendo Entertainment System Hacks
Nintendo - Entertainment - System - Homebrew;Nintendo Entertainment System Homebrew
Nintendo - Entertainment - System - Homebrews;Nintendo Entertainment System Homebrews
Nintendo - Entertainment - System - Mini;Nintendo Entertainment System Mini
Nintendo - Famicom;Nintendo Famicom
Nintendo - Famicom - Disk - System;Nintendo Famicom Disk System
Nintendo - Game - & - Watch;Nintendo Game & Watch
Nintendo - Game - Boy;Nintendo Game Boy
Nintendo - Game - Boy - 2p;Nintendo Game Boy 2p
Nintendo - Game - Boy - 2P;Nintendo Game Boy 2P
Nintendo - Game - Boy - Advance;Nintendo Game Boy Advance
Nintendo - Game Boy Advance;Nintendo Game Boy Advance
Nintendo - Game - Boy - Advance - Brazil - Games - Translated;Nintendo Game Boy Advance Brazil Games Translated
Nintendo - Game - Boy - Brazil - Games - Translated;Nintendo Game Boy Brazil Games Translated
Nintendo - Game - Boy - Color;Nintendo Game Boy Color
Nintendo - Game - Boy - Color - 2p;Nintendo Game Boy Color 2p
Nintendo - Game - Boy - Color - 2P;Nintendo Game Boy Color 2P
Nintendo - Game - Boy - Color - Brazil - Games - Translated;Nintendo Game Boy Color Brazil Games Translated
Nintendo - Pokemon - Mini;Nintendo Pokemon Mini
Nintendo - Satellaview;Nintendo Satellaview
Nintendo - Sufami - Turbo;Nintendo Sufami Turbo
Nintendo - Super - Famicom;Nintendo Super Famicom
Nintendo - Super Famicom;Nintendo Super Famicom
Nintendo - Super - Game - Boy;Nintendo Super Game Boy
Nintendo - Switch;Nintendo Switch
Nintendo - Virtual - Boy;Nintendo Virtual Boy
Nintendo - Wii - Brazil - Games - Translated;Nintendo Wii Brazil Games Translated
Nintendo - Wii - Hacks;Nintendo Wii Hacks
Nintendo - Wii - Homebrew;Nintendo Wii Homebrew
Nintendo - Wii - U;Nintendo Wii U
wii u;Nintendo Wii U
Nintendo - WiiWare;Nintendo WiiWare
Nokia - N-Gage;Nokia N-Gage
Othello - Multivision;Othello Multivision
PC - Games;PC Games
Phantom - System;Phantom System
Philips - CD-i;Philips CD-i
Philips - CD-I;Philips CD-i
Pinball - Arcade;Pinball Arcade
Pinball - FX2;Pinball FX2
Pinball - FX3;Pinball FX3
Sord - M5;Sord M5
Pioneer - Palcom - Laserdisc;Pioneer Palcom Laserdisc
PopCap - PopCap;PopCap
Pokemon - Mini;Pokemon Mini
RCA - Studio - II;RCA Studio II
Sega - 32X;Sega 32X
Sega - CD;Sega CD
Sega - Mega - CD;Sega Mega CD
Sega - Chihiro;Sega Chihiro
Sega - Game - Gear;Sega Game Gear
Sega - Mega - Drive;Sega Mega Drive
Sega - Hikaru;Sega Hikaru
Sega - Mark - III;Sega Mark III
Sega - Master - System;Sega Master System
Sega – Master System;Sega Master System
Sega – Master System - Brazil - Games - Translated;Sega Master System Brazil Games Translated
Sega - Master - System - Brazil - Games - Translated;Sega Master System Brazil Games Translated
Sega – Master System - Hacks;Sega Master System Hacks
Sega - Master - System - Hacks;Sega Master System Hacks
Sega - Master - System - TecToy;Sega Master System TecToy
Sega – Master System - TecToy;Sega Master System TecToy
Sega – Mega CD;Sega Mega CD
Sega – Mega Drive;Sega Mega Drive
Sega - Mega - Drive - Brazil - Games - Translated;Sega Mega Drive Brazil Games Translated
Sega – Mega Drive - Brazil - Games - Translated;Sega Mega Drive Brazil Games Translated
Sega - Mega - Drive - Hacks;Sega Mega Drive Hacks
Sega – Mega Drive - Hacks;Sega Mega Drive Hacks
Sega - Mega - Drive - Homebrew;Sega Mega Drive Homebrew
Sega - Mega - Drive - Japan;Sega Mega Drive Japan
Sega - Model - 1;Sega Model 1
Sega - Model - 2;Sega Model 2
Sega – Model 1;Sega Model 1
Sega – Model 3;Sega Model 3
Sega - Model - 3;Sega Model 3
Sega - Naomi;Sega Naomi
Sega - Ringedge;Sega Ringedge
Sega - SC-3000;Sega SC-3000
Sega - SG-1000;Sega SG-1000
Sega - ST-V;Sega ST-V
Sega - System - 16;Sega System 16
Sega - System - 24;Sega System 24
Sega – System 16;Sega System 16
Sega – System 24;Sega System 24
Sega - Triforce;Sega Triforce
Sega - VMU;Sega VMU
Sega - X - Board;Sega X Board
Sega - Y - Board;Sega Y Board
Sharp - X1;Sharp X1
Sinclair - ZX - Spectrum;Sinclair ZX Spectrum
Sinclair - ZX81;Sinclair ZX81
SNK – Neo Geo AES - Hacks;SNK Neo Geo AES Hacks
SNK – Neo Geo AES Hacks;SNK Neo Geo AES Hacks
SNK - Neo - Geo - AES - Hacks;SNK Neo Geo AES Hacks
SNK – Neo Geo - CD;SNK Neo Geo CD
SNK – Neo Geo CD;SNK Neo Geo CD
SNK – NeoGeo - CD;SNK Neo Geo CD
SNK – NeoGeoCD;SNK Neo Geo CD
SNK - Neo - Geo - CD;SNK Neo Geo CD
SNK – Neo Geo - Hack;SNK Neo Geo Hack
SNK – Neo Geo Hack;SNK Neo Geo Hack
SNK - Neo - Geo - MVS;- Sub_Systems - SNK Neo Geo MVS
SNK – Neo Geo - MVS;- Sub_Systems - SNK Neo Geo MVS
SNK – Neo Geo MVS;- Sub_Systems - SNK Neo Geo MVS
SNK – Neo Geo - Pocket;SNK Neo Geo Pocket
SNK – Neo Geo Pocket;SNK Neo Geo Pocket
SNK - Neo - Geo - Pocket;SNK Neo Geo Pocket
SNK – Neo Geo Pocket - Color;SNK Neo Geo Pocket Color
SNK – Neo Geo – Pocket Color;SNK Neo Geo Pocket Color
SNK - Neo - Geo - Pocket - Color;SNK Neo Geo Pocket Color
Sony - PlayStation;Sony PlayStation
Sony – PlayStation 2;Sony PlayStation 2
Sony - PlayStation - 2;Sony PlayStation 2
Sony – PlayStation 2 - Brazil - Games - Translated;Sony PlayStation 2 Brazil Games Translated
Sony - PlayStation - 2 - Brazil - Games - Translated;Sony PlayStation 2 Brazil Games Translated
Sony – PlayStation 2 Brazil - Games - Translated;Sony PlayStation 2 Brazil Games Translated
Sony - PlayStation - 3;Sony PlayStation 3
Sony – PlayStation 3;Sony PlayStation 3
Sony - PlayStation - 4;Sony PlayStation 4
Sony - PlayStation - Brazil - Games - Translated;Sony PlayStation Brazil Games Translated
Sony – PlayStation Minis;Sony PlayStation Minis
Sony - PlayStation - Minis;Sony PlayStation Minis
Sony - PlayStation - Portable;Sony PlayStation Portable
Sony – PlayStation Portable;Sony PlayStation Portable
Sony – PlayStation Vita;Sony PlayStation Vita
Sony - PocketStation;Sony PocketStation
Spectravideo;Spectravideo
Nintendo – Super Nintendo Entertainment System;Super Nintendo Entertainment System
Super - Nintendo - Entertainment - System;Super Nintendo Entertainment System
Super - Nintendo - Entertainment - System - Brazil - Games - Translated;Super Nintendo Entertainment System Brazil Games Translated
Super - Nintendo - Entertainment - System - Hack;Super Nintendo Entertainment System Hack
Super - Nintendo - Entertainment - System - Hacks;Super Nintendo Entertainment System Hacks
Super - Nintendo - Entertainment - System - Homebrew;Super Nintendo Entertainment System Homebrew
Nintendo - Super Nintendo MSU-1;Super Nintendo MSU-1
Super - Nintendo - MSU-1;Super Nintendo MSU-1
Nintendo – Super - Nintendo - MSU-1;Super Nintendo MSU-1
Taito - Type - X;Taito Type X
Tandy - TRS-80;Tandy TRS-80
Touhou - Project;Touhou Project
VTech - CreatiVision;VTech CreatiVision
Watara - Supervision;Watara Supervision
WoW - Action - Max;WoW Action Max
- SubCol - Cavestory Collection;- Sub_Selection - Cavestory Collection
- SubCol - Clone Hero;- Sub_Selection - Clone Hero
- SubCol - Contra Collection;- Sub_Selection - Contra Collection
- SubCol - Crash Bandicoot Collection;- Sub_Selection - Crash Bandicoot Collection
- SubCol - Disney Collection;- Sub_Selection - Disney Collection
- SubCol - Donkey kong Collection;- Sub_Selection - Donkey kong Collection
- SubCol - Doom;- Sub_Selection - Doom Collection
- SubCol - Doom Collection;- Sub_Selection - Doom Collection
- SubCol - Double Dragon Collection;- Sub_Selection - Double Dragon Collection
- SubCol - Dragon Ball Z Collection;- Sub_Selection - Dragon Ball Z Collection
- SubCol - F-Zero Collection;- Sub_Selection - F-Zero Collection
- SubCol - Far Cry Collection;- Sub_Selection - Far Cry Collection
- SubCol - Fatal Fury Collection;- Sub_Selection - Fatal Fury Collection
- SubCol - Final Fantasy Collection;- Sub_Selection - Final Fantasy Collection
- SubCol - Final Figth Collection;- Sub_Selection - Final Figth Collection
- SubCol - Hitman Collection;- Sub_Selection - Hitman Collection
- SubCol - Kids Platform Games Collection;- Sub_Selection - Kids Platform Games Collection
- SubCol - Killer Instinct Collection;- Sub_Selection - Killer Instinct Collection
- SubCol - Kirby Collection;- Sub_Selection - Kirby Collection
- SubCol - Lego Collection;- Sub_Selection - Lego Collection
- SubCol - Locomalito Collection;- Sub_Selection - Locomalito Collection
- SubCol - Looney Tunes Collection;- Sub_Selection - Looney Tunes Collection
- SubCol - Medal of Honor Collection;- Sub_Selection - Medal of Honor Collection
- SubCol - Mega Man Collection;- Sub_Selection - Mega Man Collection
- SubCol - Metal Slug Collection;- Sub_Selection - Metal Slug Collection
- SubCol - Metroid Collection;- Sub_Selection - Metroid Collection
- SubCol - Mortal Kombat Collection;- Sub_Selection - Mortal Kombat Collection
- SubCol - Need For Speed Collection;- Sub_Selection - Need For Speed Collection
- SubCol - Outrun Collection;- Sub_Selection - Outrun Collection
- SubCol - PacMan Collection;- Sub_Selection - PacMan Collection
- SubCol - Pokemon Collection;- Sub_Selection - Pokemon Collection
- SubCol - Prince of Persia Collection;- Sub_Selection - Prince of Persia Collection
- SubCol - Raiden Collection;- Sub_Selection - Raiden Collection
- SubCol - Rayman Collection;- Sub_Selection - Rayman Collection
- SubCol - Resident Evil Collection;- Sub_Selection - Resident Evil Collection
- SubCol - Samurai Shodown Collection;- Sub_Selection - Samurai Shodown Collection
- SubCol - Scooby-Doo Collection;- Sub_Selection - Scooby-Doo Collection
- SubCol - Sega Ages 2500;- Sub_Selection - Sega Ages 2500
- SubCol - Silent Hill Collection;- Sub_Selection - Silent Hill Collection
- SubCol - Simpsons Collection;- Sub_Selection - Simpsons Collection
- SubCol - Solarus Collection;- Sub_Selection - Solarus Collection
- SubCol - Sonic Collection;- Sub_Selection - Sonic Collection
- SubCol - Soul Calibur Collection;- Sub_Selection - Soul Calibur Collection
- SubCol - Spider-Man Collectio;- Sub_Selection - Spider-Man Collectio
- SubCol - Spider-Man Collection;- Sub_Selection - Spider-Man Collection
- SubCol - Spongebob Squarepants Collection;- Sub_Selection - Spongebob Squarepants Collection
- SubCol - Spyro the Dragon Collection;- Sub_Selection - Spyro the Dragon Collection
- SubCol - Star Wars Collection;- Sub_Selection - Star Wars Collection
- SubCol - Street Fighter Collection;- Sub_Selection - Street Fighter Collection
- SubCol - Streets of Rage Collection;- Sub_Selection - Streets of Rage Collection
- SubCol - Super mario bros Collection;- Sub_Selection - Super mario bros Collection
- SubCol - Teenage Mutant Ninja Turtles Collection;- Sub_Selection - Teenage Mutant Ninja Turtles Collection
- SubCol - Tekken Collection;- Sub_Selection - Tekken Collection
- SubCol - Telltale Games Collection;- Sub_Selection - Telltale Games Collection
- SubCol - The King of Fighters Collection;- Sub_Selection - The King of Fighters Collection
- SubCol - Tomb Raider Collection;- Sub_Selection - Tomb Raider Collection
- SubCol - Wolfenstein Collection;- Sub_Selection - Wolfenstein Collection
- SubCol - Zelda Collection;- Sub_Selection - Zelda Collection
- SubMenu_Genres - Action;- Menu - Sub_Genres - Action
- SubMenu_Genres - Adventure;- Menu - Sub_Genres - Adventure
- SubMenu_Genres - Beat em Ups;- Menu - Sub_Genres - Beat em Ups
- SubMenu_Genres - Fighting;- Menu - Sub_Genres - Fighting
- SubMenu_Genres - Flying;- Menu - Sub_Genres - Flying
- SubMenu_Genres - Light Gun Games;- Menu - Sub_Genres - Light Gun Games
- SubMenu_Genres - Old School;- Menu - Sub_Genres - Old School
Vert1 Old School;- Menu - Sub_Genres - Old School Vertical
- SubMenu_Genres - Platform;- Menu - Sub_Genres - Platform
Platform;- Menu - Sub_Genres - Platform
- SubMenu_Genres - Ports;- Menu - Sub_Genres - Ports
- SubMenu_Genres - Puzzle;- Menu - Sub_Genres - Puzzle
Puzzle;- Menu - Sub_Genres - Puzzle
- SubMenu_Genres - Racing;- Menu - Sub_Genres - Racing
- SubMenu_Genres - Role-Playing;- Menu - Sub_Genres - Role-Playing
- SubMenu_Genres - Run and Gun;- Menu - Sub_Genres - Run and Gun
- SubMenu_Genres - Shoot em Ups;- Menu - Sub_Genres - Shoot em Ups
- SubMenu_Genres - Shooter;- Menu - Sub_Genres - Shooter
- SubMenu_Genres - Sports;- Menu - Sub_Genres - Sports
- SubMenu_Manufacturer - Atari;- Menu - Sub_Manufacturer - Atari
- SubMenu_Manufacturer - Commodore;- Menu - Sub_Manufacturer - Commodore
- SubMenu_Manufacturer - Microsoft;- Menu - Sub_Manufacturer - Microsoft
- SubMenu_Manufacturer - Nec;- Menu - Sub_Manufacturer - Nec
- SubMenu_Manufacturer - Nintendo;- Menu - Sub_Manufacturer - Nintendo
- SubMenu_Manufacturer - Sega;- Menu - Sub_Manufacturer - Sega
- SubMenu_Manufacturer - Snk;- Menu - Sub_Manufacturer - Snk
- SubMenu_Manufacturer - Sony;- Menu - Sub_Manufacturer - Sony
- SubSystems - Arcade Classics;- Sub_Systems - Arcade Classics
- SubSystems - Atari Classics;- Sub_Systems - Atari Classics
- SubSystems - Banpresto Classics;- Sub_Systems - Banpresto Classics
- SubSystems - Capcom Classics;- Sub_Systems - Capcom Classics
- SubSystems - Capcom Play System;- Sub_Systems - Capcom Play System
Capcom Play System - CPS;- Sub_Systems - Capcom Play System
Sega - STV;- Sub_Systems - Sega Titan Video game system
- SubSystems - Capcom Play System II;- Sub_Systems - Capcom Play System II
Capcom Play System - CPS II;- Sub_Systems - Capcom Play System II
- SubSystems - Capcom Play System III;- Sub_Systems - Capcom Play System III
Capcom Play System - CPS III;- Sub_Systems - Capcom Play System III
- SubSystems - Cave Classics;- Sub_Systems - Cave Classics
Cave;- Sub_Systems - Cave Classics
- SubSystems - Data East Classics;- Sub_Systems - Data East Classics
Data East Classics;- Sub_Systems - Data East Classics
- SubSystems - favorites;- Sub_Systems - favorites
- SubSystems - Gaelco;- Sub_Systems - Gaelco
- SubSystems - Irem Classics;- Sub_Systems - Irem Classics
- SubSystems - Jaleco Classics;- Sub_Systems - Jaleco Classics
- SubSystems - Kaneko Classics;- Sub_Systems - Kaneko Classics
- SubSystems - Konami Classics;- Sub_Systems - Konami Classics
- SubSystems - Microsoft MS-DOS Joystick;- Sub_Systems - Microsoft MS-DOS Joystick
- SubSystems - Microsoft MS-DOS Mouse;- Sub_Systems - Microsoft MS-DOS Mouse
- SubSystems - Midway Classics;- Sub_Systems - Midway Classics
- SubSystems - Namco Classics;- Sub_Systems - Namco Classics
- SubSystems - Namco NA-1;- Sub_Systems - Namco NA-1
- SubSystems - Namco NB-1;- Sub_Systems - Namco NB-1
- SubSystems - Namco System 22;- Sub_Systems - Namco System 22
- SubSystems - Nichibutsu Classics;- Sub_Systems - Nichibutsu Classics
- SubSystems - Nintendo Classics;- Sub_Systems - Nintendo Classics
- SubSystems - Poly Game Master;- Sub_Systems - Poly Game Master
- SubSystems - Psikyo Classics;- Sub_Systems - Psikyo Classics
- SubSystems - Raizing Classics;- Sub_Systems - Raizing Classics
- SubSystems - Sega Classics;- Sub_Systems - Sega Classics
- SubSystems - Sega Naomi 2;- Sub_Systems - Sega Naomi 2
- SubSystems - Seibu Kaihatsu;- Sub_Systems - Seibu Kaihatsu
- SubSystems - Seibu Kaihatsu Classics;- Sub_Systems - Seibu Kaihatsu Classics
- SubSystems - Seta Classics;- Sub_Systems - Seta Classics
- SubSystems - SNK Classics;- Sub_Systems - SNK Classics
- SubSystems - SNK Neo Geo AES;SNK Neo Geo AES
- SubSystems - Taito Classics;- Sub_Systems - Taito Classics
- SubSystems - Technos Classics;- Sub_Systems - Technos Classics
- SubSystems - Toaplan Classics;- Sub_Systems - Toaplan Classics
- SubSystems - Unico Classics;- Sub_Systems - Unico Classics
- SubSystems - Video System Co;- Sub_Systems - Video System Co
- SubSystems - Visco Games;- Sub_Systems - Visco Games
- SubSystems - Williams Classics;- Sub_Systems - Williams Classics
main;Main
-Sub- Poly Game Master;- Sub_Systems - Poly Game Master
gd-rom;Sega Dreamcast
naomi gd-rom;Sega Dreamcast
neogeo mvs;- Sub_Systems - SNK Neo Geo MVS
